ObservedAgentID;CounterpartyID;ContractID;InstrumentID;CounterpartyRole;CounterpartyRoleEndDate;CollectiveDebtSettlementStatus
444555999;444555999;220-00-03991-50;60527289;1;;
444555999;444555999;220-00-03991-50;60527289;7;;
444555999;220-00-03991-50_1;220-00-03991-50;60527289;2;;
444555999;444555999;220-00-03992-51;60605903;1;;
444555999;444555999;220-00-03992-51;60605903;7;;
444555999;220-00-03992-51_1;220-00-03992-51;60605903;2;;
444555999;444555999;220-00-03993-52;60662079;1;;
444555999;444555999;220-00-03993-52;60662079;7;;
444555999;220-00-03993-52_1;220-00-03993-52;60662079;2;;
444555999;220-00-03993-52_2;220-00-03993-52;60662079;2;;
444555999;444555999;220-00-03994-53;60546790;1;;
444555999;444555999;220-00-03994-53;60546790;7;;
444555999;220-00-03994-53_1;220-00-03994-53;60546790;2;;
444555999;220-00-03994-53_2;220-00-03994-53;60546790;2;;
444555999;444555999;220-00-03995-54;60641164;1;;
444555999;444555999;220-00-03995-54;60641164;7;;
444555999;220-00-03995-54_1;220-00-03995-54;60641164;2;;
444555999;220-00-03995-54_2;220-00-03995-54;60641164;2;;
444555999;444555999;220-00-03996-55;60710074;1;;
444555999;444555999;220-00-03996-55;60710074;7;;
444555999;220-00-03996-55_1;220-00-03996-55;60710074;2;;
444555999;444555999;220-00-03997-56;60759786;1;;
444555999;444555999;220-00-03997-56;60759786;7;;
444555999;220-00-03997-56_1;220-00-03997-56;60759786;2;;
444555999;444555999;220-00-03998-57;60810411;1;;
444555999;444555999;220-00-03998-57;60810411;7;;
444555999;220-00-03998-57_1;220-00-03998-57;60810411;2;;
444555999;444555999;220-00-03999-58;60876085;1;;
444555999;444555999;220-00-03999-58;60876085;7;;
444555999;220-00-03999-58_1;220-00-03999-58;60876085;2;;
444555999;444555999;220-00-04000-59;60942167;1;;
444555999;444555999;220-00-04000-59;60942167;7;;
444555999;220-00-04000-59_1;220-00-04000-59;60942167;2;;
444555999;444555999;220-00-04001-60;61014515;1;;
444555999;444555999;220-00-04001-60;61014515;7;;
444555999;220-00-04001-60_1;220-00-04001-60;61014515;2;;
444555999;220-00-04001-60_2;220-00-04001-60;61014515;2;;
444555999;444555999;220-00-04002-61;61071095;1;;
444555999;444555999;220-00-04002-61;61071095;7;;
444555999;220-00-04002-61_1;220-00-04002-61;61071095;2;;
444555999;444555999;220-00-04003-62;61072412;1;;
444555999;444555999;220-00-04003-62;61072412;7;;
444555999;220-00-04003-62_1;220-00-04003-62;61072412;2;;
444555999;220-00-04003-62_2;220-00-04003-62;61072412;2;;
444555999;444555999;220-00-04004-63;61135460;1;;
444555999;444555999;220-00-04004-63;61135460;7;;
444555999;220-00-04004-63_1;220-00-04004-63;61135460;2;;
444555999;220-00-04004-63_2;220-00-04004-63;61135460;2;;
444555999;444555999;220-00-04005-64;61310161;1;;
444555999;444555999;220-00-04005-64;61310161;7;;
444555999;220-00-04005-64_1;220-00-04005-64;61310161;2;;
444555999;220-00-04005-64_2;220-00-04005-64;61310161;2;;
444555999;444555999;220-00-04006-65;61200734;1;;
444555999;444555999;220-00-04006-65;61200734;7;;
444555999;220-00-04006-65_1;220-00-04006-65;61200734;2;;
444555999;220-00-04006-65_2;220-00-04006-65;61200734;2;;
444555999;444555999;220-00-04007-66;61294502;1;;
444555999;444555999;220-00-04007-66;61294502;7;;
444555999;220-00-04007-66_1;220-00-04007-66;61294502;2;;
444555999;444555999;220-00-04008-67;61311373;1;;
444555999;444555999;220-00-04008-67;61311373;7;;
444555999;220-00-04008-67_1;220-00-04008-67;61311373;2;;
444555999;444555999;220-00-04009-68;61469102;1;;
444555999;444555999;220-00-04009-68;61469102;7;;
444555999;220-00-04009-68_1;220-00-04009-68;61469102;2;;
444555999;220-00-04009-68_2;220-00-04009-68;61469102;2;;
444555999;444555999;220-00-04010-69;61477081;1;;
444555999;444555999;220-00-04010-69;61477081;7;;
444555999;220-00-04010-69_1;220-00-04010-69;61477081;2;;
444555999;444555999;220-00-04011-70;61336332;1;;
444555999;444555999;220-00-04011-70;61336332;7;;
444555999;220-00-04011-70_1;220-00-04011-70;61336332;2;;
444555999;444555999;220-00-04012-71;61501737;1;;
444555999;444555999;220-00-04012-71;61501737;7;;
444555999;220-00-04012-71_1;220-00-04012-71;61501737;2;;
444555999;444555999;220-00-04013-72;61504464;1;;
444555999;444555999;220-00-04013-72;61504464;7;;
444555999;220-00-04013-72_1;220-00-04013-72;61504464;2;;
444555999;220-00-04013-72_2;220-00-04013-72;61504464;2;;
444555999;444555999;220-00-04014-73;61610659;1;;
444555999;444555999;220-00-04014-73;61610659;7;;
444555999;220-00-04014-73_1;220-00-04014-73;61610659;2;;
444555999;220-00-04014-73_2;220-00-04014-73;61610659;2;;
444555999;444555999;220-00-04015-74;61462735;1;;
444555999;444555999;220-00-04015-74;61462735;7;;
444555999;220-00-04015-74_1;220-00-04015-74;61462735;2;;
444555999;220-00-04015-74_2;220-00-04015-74;61462735;2;;
444555999;444555999;220-00-04016-75;61632786;1;;
444555999;444555999;220-00-04016-75;61632786;7;;
444555999;220-00-04016-75_1;220-00-04016-75;61632786;2;;
444555999;220-00-04016-75_2;220-00-04016-75;61632786;2;;
444555999;444555999;220-00-04017-76;61792838;1;;
444555999;444555999;220-00-04017-76;61792838;7;;
444555999;220-00-04017-76_1;220-00-04017-76;61792838;2;;
444555999;220-00-04017-76_2;220-00-04017-76;61792838;2;;
444555999;444555999;220-00-04018-77;61740601;1;;
444555999;444555999;220-00-04018-77;61740601;7;;
444555999;220-00-04018-77_1;220-00-04018-77;61740601;2;;
444555999;444555999;220-00-04019-78;61951674;1;;
444555999;444555999;220-00-04019-78;61951674;7;;
444555999;220-00-04019-78_1;220-00-04019-78;61951674;2;;
444555999;444555999;220-00-04020-79;61984414;1;;
444555999;444555999;220-00-04020-79;61984414;7;;
444555999;220-00-04020-79_1;220-00-04020-79;61984414;2;2023-06-21;
444555999;220-00-04020-79_2;220-00-04020-79;61984414;2;;
444555999;444555999;220-00-04021-80;62016544;1;;
444555999;444555999;220-00-04021-80;62016544;7;;
444555999;220-00-04021-80_1;220-00-04021-80;62016544;2;;
444555999;220-00-04021-80_2;220-00-04021-80;62016544;2;;
444555999;444555999;220-00-04022-81;62079390;1;;
444555999;444555999;220-00-04022-81;62079390;7;;
444555999;220-00-04022-81_1;220-00-04022-81;62079390;2;;
444555999;220-00-04022-81_2;220-00-04022-81;62079390;2;;
444555999;444555999;220-00-04023-82;62077370;1;;
444555999;444555999;220-00-04023-82;62077370;7;;
444555999;220-00-04023-82_1;220-00-04023-82;62077370;2;;
444555999;220-00-04023-82_2;220-00-04023-82;62077370;2;;
444555999;444555999;220-00-04024-83;61959556;1;;
444555999;444555999;220-00-04024-83;61959556;7;;
444555999;220-00-04024-83_1;220-00-04024-83;61959556;2;;
444555999;444555999;220-00-04025-84;62030890;1;;
444555999;444555999;220-00-04025-84;62030890;7;;
444555999;220-00-04025-84_1;220-00-04025-84;62030890;2;;
444555999;444555999;220-00-04026-85;62018160;1;;
444555999;444555999;220-00-04026-85;62018160;7;;
444555999;220-00-04026-85_1;220-00-04026-85;62018160;2;;
444555999;444555999;220-00-04027-86;62122234;1;;
444555999;444555999;220-00-04027-86;62122234;7;;
444555999;220-00-04027-86_1;220-00-04027-86;62122234;2;;
444555999;444555999;220-00-04028-87;62080404;1;;
444555999;444555999;220-00-04028-87;62080404;7;;
444555999;220-00-04028-87_1;220-00-04028-87;62080404;2;;
444555999;220-00-04028-87_2;220-00-04028-87;62080404;2;;
444555999;444555999;220-00-04029-88;62080202;1;;
444555999;444555999;220-00-04029-88;62080202;7;;
444555999;220-00-04029-88_1;220-00-04029-88;62080202;2;;
444555999;220-00-04029-88_2;220-00-04029-88;62080202;2;;
444555999;444555999;220-00-04030-89;62363118;1;;
444555999;444555999;220-00-04030-89;62363118;7;;
444555999;220-00-04030-89_1;220-00-04030-89;62363118;2;;
444555999;444555999;220-00-04031-90;62267330;1;;
444555999;444555999;220-00-04031-90;62267330;7;;
444555999;220-00-04031-90_1;220-00-04031-90;62267330;2;;
444555999;220-00-04031-90_2;220-00-04031-90;62267330;2;;
444555999;444555999;220-00-04032-91;62278646;1;;
444555999;444555999;220-00-04032-91;62278646;7;;
444555999;220-00-04032-91_1;220-00-04032-91;62278646;2;;
444555999;220-00-04032-91_2;220-00-04032-91;62278646;2;;
444555999;444555999;220-00-04033-92;62227924;1;;
444555999;444555999;220-00-04033-92;62227924;7;;
444555999;220-00-04033-92_1;220-00-04033-92;62227924;2;;
444555999;444555999;220-00-04034-93;62434654;1;;
444555999;444555999;220-00-04034-93;62434654;7;;
444555999;220-00-04034-93_1;220-00-04034-93;62434654;2;;
444555999;220-00-04034-93_2;220-00-04034-93;62434654;2;;
444555999;444555999;220-00-04035-94;62342910;1;;
444555999;444555999;220-00-04035-94;62342910;7;;
444555999;220-00-04035-94_1;220-00-04035-94;62342910;2;;
444555999;220-00-04035-94_2;220-00-04035-94;62342910;2;;
444555999;444555999;220-00-04036-95;62744044;1;;
444555999;444555999;220-00-04036-95;62744044;7;;
444555999;220-00-04036-95_1;220-00-04036-95;62744044;2;;
444555999;444555999;220-00-04037-96;62408786;1;;
444555999;444555999;220-00-04037-96;62408786;7;;
444555999;220-00-04037-96_1;220-00-04037-96;62408786;2;;
444555999;220-00-04037-96_2;220-00-04037-96;62408786;2;;
444555999;444555999;220-00-04038-97;62805981;1;;
444555999;444555999;220-00-04038-97;62805981;7;;
444555999;220-00-04038-97_1;220-00-04038-97;62805981;2;;
444555999;444555999;220-00-04039-01;62745155;1;;
444555999;444555999;220-00-04039-01;62745155;7;;
444555999;220-00-04039-01_1;220-00-04039-01;62745155;2;;
444555999;220-00-04039-01_2;220-00-04039-01;62745155;2;;
444555999;444555999;220-00-04040-02;62864585;1;;
444555999;444555999;220-00-04040-02;62864585;7;;
444555999;220-00-04040-02_1;220-00-04040-02;62864585;2;;
444555999;220-00-04040-02_2;220-00-04040-02;62864585;2;;
444555999;444555999;220-00-04041-03;62864888;1;;
444555999;444555999;220-00-04041-03;62864888;7;;
444555999;220-00-04041-03_1;220-00-04041-03;62864888;2;;
444555999;220-00-04041-03_2;220-00-04041-03;62864888;2;;
444555999;444555999;220-00-04042-04;63001702;1;;
444555999;444555999;220-00-04042-04;63001702;7;;
444555999;220-00-04042-04_1;220-00-04042-04;63001702;2;;
444555999;220-00-04042-04_2;220-00-04042-04;63001702;2;;
444555999;444555999;220-00-04043-05;62960373;1;;
444555999;444555999;220-00-04043-05;62960373;7;;
444555999;220-00-04043-05_1;220-00-04043-05;62960373;2;;
444555999;444555999;220-00-04044-06;63712529;1;;
444555999;444555999;220-00-04044-06;63712529;7;;
444555999;220-00-04044-06_1;220-00-04044-06;63712529;2;;
444555999;220-00-04044-06_2;220-00-04044-06;63712529;2;;
444555999;444555999;220-00-04045-07;63705556;1;;
444555999;444555999;220-00-04045-07;63705556;7;;
444555999;220-00-04045-07_1;220-00-04045-07;63705556;2;;
444555999;220-00-04045-07_2;220-00-04045-07;63705556;2;;
444555999;444555999;220-00-04046-08;64022323;1;;
444555999;444555999;220-00-04046-08;64022323;7;;
444555999;220-00-04046-08_1;220-00-04046-08;64022323;2;;
444555999;220-00-04046-08_2;220-00-04046-08;64022323;2;;
444555999;444555999;220-00-04047-09;64032124;1;;
444555999;444555999;220-00-04047-09;64032124;7;;
444555999;220-00-04047-09_1;220-00-04047-09;64032124;2;;
444555999;220-00-04047-09_2;220-00-04047-09;64032124;2;;
444555999;444555999;220-00-04048-10;63957352;1;;
444555999;444555999;220-00-04048-10;63957352;7;;
444555999;220-00-04048-10_1;220-00-04048-10;63957352;2;;
444555999;444555999;220-00-04049-11;63413748;1;;
444555999;444555999;220-00-04049-11;63413748;7;;
444555999;220-00-04049-11_1;220-00-04049-11;63413748;2;;
444555999;220-00-04049-11_2;220-00-04049-11;63413748;2;;
444555999;444555999;220-00-04050-12;64305441;1;;
444555999;444555999;220-00-04050-12;64305441;7;;
444555999;220-00-04050-12_1;220-00-04050-12;64305441;2;;
444555999;220-00-04050-12_2;220-00-04050-12;64305441;2;;
444555999;444555999;220-00-04051-13;64332117;1;;
444555999;444555999;220-00-04051-13;64332117;7;;
444555999;220-00-04051-13_1;220-00-04051-13;64332117;2;;
444555999;220-00-04051-13_2;220-00-04051-13;64332117;2;;
444555999;444555999;220-00-04052-14;64821359;1;;
444555999;444555999;220-00-04052-14;64821359;7;;
444555999;220-00-04052-14_1;220-00-04052-14;64821359;2;;
444555999;444555999;220-02-03249-70;220020000000;1;;
444555999;444555999;220-02-03249-70;220020000000;7;;
444555999;220-02-03249-70_1;220-02-03249-70;220020000000;2;;
444555999;220-02-03249-70_2;220-02-03249-70;220020000000;2;;
444555999;444555999;220-02-03342-66;220020000000;1;;
444555999;444555999;220-02-03342-66;220020000000;7;;
444555999;220-02-03342-66_1;220-02-03342-66;220020000000;2;;
444555999;220-02-03342-66_2;220-02-03342-66;220020000000;2;;
444555999;444555999;220-02-03381-08;220020000000;1;;
444555999;444555999;220-02-03381-08;220020000000;7;;
444555999;220-02-03381-08_1;220-02-03381-08;220020000000;2;;
444555999;220-02-03381-08_2;220-02-03381-08;220020000000;2;;
444555999;444555999;220-02-03512-42;220020000000;1;;
444555999;444555999;220-02-03512-42;220020000000;7;;
444555999;220-02-03512-42_1;220-02-03512-42;220020000000;2;;
444555999;444555999;220-02-03545-75;220020000000;1;;
444555999;444555999;220-02-03545-75;220020000000;7;;
444555999;220-02-03545-75_1;220-02-03545-75;220020000000;2;;
444555999;444555999;220-02-03546-76;220020000000;1;;
444555999;444555999;220-02-03546-76;220020000000;7;;
444555999;220-02-03546-76_1;220-02-03546-76;220020000000;2;;
444555999;220-02-03546-76_2;220-02-03546-76;220020000000;2;;
444555999;444555999;220-02-03592-25;220020000000;1;;
444555999;444555999;220-02-03592-25;220020000000;7;;
444555999;220-02-03592-25_1;220-02-03592-25;220020000000;2;;
444555999;444555999;220-02-03597-30;220020000000;1;;
444555999;444555999;220-02-03597-30;220020000000;7;;
444555999;220-02-03597-30_1;220-02-03597-30;220020000000;2;;
444555999;220-02-03597-30_2;220-02-03597-30;220020000000;2;;
444555999;444555999;220-02-03978-23;220020000000;1;;
444555999;444555999;220-02-03978-23;220020000000;7;;
444555999;220-02-03978-23_1;220-02-03978-23;220020000000;2;;
444555999;220-02-03978-23_2;220-02-03978-23;220020000000;2;;
444555999;444555999;220-02-03984-29;60263470;1;;
444555999;444555999;220-02-03984-29;60263470;7;;
444555999;220-02-03984-29_1;220-02-03984-29;60263470;2;;
444555999;220-02-03984-29_2;220-02-03984-29;60263470;2;;
444555999;444555999;220-02-03989-34;60442619;1;;
444555999;444555999;220-02-03989-34;60442619;7;;
444555999;220-02-03989-34_1;220-02-03989-34;60442619;2;;
444555999;220-02-03989-34_2;220-02-03989-34;60442619;2;2023-09-20;
444555999;444555999;220-02-03990-35;60512337;1;2023-09-20;
444555999;444555999;220-02-03990-35;60512337;7;2023-09-20;
444555999;220-02-03990-35_1;220-02-03990-35;60512337;2;;
444555999;220-02-03990-35_2;220-02-03990-35;60512337;2;;
444555999;444555999;220-02-03991-36;60527390;1;;
444555999;444555999;220-02-03991-36;60527390;7;;
444555999;220-02-03991-36_1;220-02-03991-36;60527390;2;;
444555999;444555999;220-02-03997-42;60759887;1;;
444555999;444555999;220-02-03997-42;60759887;7;;
444555999;220-02-03997-42_1;220-02-03997-42;60759887;2;;
444555999;444555999;220-02-04005-50;61310262;1;;
444555999;444555999;220-02-04005-50;61310262;7;;
444555999;220-02-04005-50_1;220-02-04005-50;61310262;2;;
444555999;220-02-04005-50_2;220-02-04005-50;61310262;2;;
444555999;444555999;220-02-04008-53;61311474;1;;
444555999;444555999;220-02-04008-53;61311474;7;;
444555999;220-02-04008-53_1;220-02-04008-53;61311474;2;;
444555999;444555999;220-02-04010-55;61477182;1;;
444555999;444555999;220-02-04010-55;61477182;7;;
444555999;220-02-04010-55_1;220-02-04010-55;61477182;2;;
444555999;444555999;220-02-04017-62;61792939;1;;
444555999;444555999;220-02-04017-62;61792939;7;;
444555999;220-02-04017-62_1;220-02-04017-62;61792939;2;;
444555999;220-02-04017-62_2;220-02-04017-62;61792939;2;;
444555999;444555999;220-02-04020-65;61984515;1;;
444555999;444555999;220-02-04020-65;61984515;7;;
444555999;220-02-04020-65_1;220-02-04020-65;61984515;2;2023-06-21;
444555999;220-02-04020-65_2;220-02-04020-65;61984515;2;;
444555999;444555999;220-02-04022-67;62079491;1;;
444555999;444555999;220-02-04022-67;62079491;7;;
444555999;220-02-04022-67_1;220-02-04022-67;62079491;2;;
444555999;220-02-04022-67_2;220-02-04022-67;62079491;2;;
444555999;444555999;220-02-04025-70;62030991;1;;
444555999;444555999;220-02-04025-70;62030991;7;;
444555999;220-02-04025-70_1;220-02-04025-70;62030991;2;;
444555999;444555999;220-02-04028-73;62080505;1;;
444555999;444555999;220-02-04028-73;62080505;7;;
444555999;220-02-04028-73_1;220-02-04028-73;62080505;2;;
444555999;220-02-04028-73_2;220-02-04028-73;62080505;2;;
444555999;444555999;220-02-04029-74;62080303;1;;
444555999;444555999;220-02-04029-74;62080303;7;;
444555999;220-02-04029-74_1;220-02-04029-74;62080303;2;;
444555999;220-02-04029-74_2;220-02-04029-74;62080303;2;;
444555999;444555999;220-02-04031-76;62267431;1;;
444555999;444555999;220-02-04031-76;62267431;7;;
444555999;220-02-04031-76_1;220-02-04031-76;62267431;2;;
444555999;220-02-04031-76_2;220-02-04031-76;62267431;2;;
444555999;444555999;220-02-04033-78;62228025;1;;
444555999;444555999;220-02-04033-78;62228025;7;;
444555999;220-02-04033-78_1;220-02-04033-78;62228025;2;;
444555999;444555999;220-02-04034-79;62434755;1;;
444555999;444555999;220-02-04034-79;62434755;7;;
444555999;220-02-04034-79_1;220-02-04034-79;62434755;2;;
444555999;220-02-04034-79_2;220-02-04034-79;62434755;2;;
444555999;444555999;220-02-04035-80;62343011;1;;
444555999;444555999;220-02-04035-80;62343011;7;;
444555999;220-02-04035-80_1;220-02-04035-80;62343011;2;;
444555999;220-02-04035-80_2;220-02-04035-80;62343011;2;;
444555999;444555999;220-02-04040-85;62864686;1;;
444555999;444555999;220-02-04040-85;62864686;7;;
444555999;220-02-04040-85_1;220-02-04040-85;62864686;2;;
444555999;220-02-04040-85_2;220-02-04040-85;62864686;2;;
444555999;444555999;220-02-04041-86;62989675;1;;
444555999;444555999;220-02-04041-86;62989675;7;;
444555999;220-02-04041-86_1;220-02-04041-86;62989675;2;;
444555999;220-02-04041-86_2;220-02-04041-86;62989675;2;;
444555999;444555999;220-02-04044-89;63712630;1;;
444555999;444555999;220-02-04044-89;63712630;7;;
444555999;220-02-04044-89_1;220-02-04044-89;63712630;2;;
444555999;220-02-04044-89_2;220-02-04044-89;63712630;2;;
444555999;444555999;220-02-04045-90;63705657;1;;
444555999;444555999;220-02-04045-90;63705657;7;;
444555999;220-02-04045-90_1;220-02-04045-90;63705657;2;;
444555999;220-02-04045-90_2;220-02-04045-90;63705657;2;;
444555999;444555999;220-02-04046-91;64022424;1;;
444555999;444555999;220-02-04046-91;64022424;7;;
444555999;220-02-04046-91_1;220-02-04046-91;64022424;2;;
444555999;220-02-04046-91_2;220-02-04046-91;64022424;2;;
444555999;444555999;220-02-04047-92;64032225;1;;
444555999;444555999;220-02-04047-92;64032225;7;;
444555999;220-02-04047-92_1;220-02-04047-92;64032225;2;;
444555999;220-02-04047-92_2;220-02-04047-92;64032225;2;;
444555999;444555999;220-02-04048-93;63957453;1;;
444555999;444555999;220-02-04048-93;63957453;7;;
444555999;220-02-04048-93_1;220-02-04048-93;63957453;2;;
444555999;444555999;220-02-04050-95;64305542;1;;
444555999;444555999;220-02-04050-95;64305542;7;;
444555999;220-02-04050-95_1;220-02-04050-95;64305542;2;;
444555999;220-02-04050-95_2;220-02-04050-95;64305542;2;;
444555999;444555999;220-02-04051-96;64332218;1;;
444555999;444555999;220-02-04051-96;64332218;7;;
444555999;220-02-04051-96_1;220-02-04051-96;64332218;2;;
444555999;220-02-04051-96_2;220-02-04051-96;64332218;2;;
444555999;444555999;220-03-03249-63;220030000000;1;;
444555999;444555999;220-03-03249-63;220030000000;7;;
444555999;220-03-03249-63_1;220-03-03249-63;220030000000;2;;
444555999;220-03-03249-63_2;220-03-03249-63;220030000000;2;;
